accel,gyro,miclevel,Label
"-0.572850227355957,-0.3483671545982361,-0.13948142528533936","-0.8512414693832397,1.4941692352294922,0.3587893545627594","-16.17220115661621,-35.75032424926758",Walking
"-0.5332812070846558,-0.3848879337310791,-0.15090572834014893","-0.7326818108558655,1.0672554969787598,-0.2616536617279053","-16.17220115661621,-36.684326171875",Walking
"-0.5131922960281372,-0.36607688665390015,-0.15400898456573486","-0.709772527217865,0.8264780640602112,-0.6069612503051758","-16.17220115661621,-38.31824493408203",Walking
"-0.42000633478164673,-0.26632750034332275,-0.17450714111328125","-0.7293899059295654,0.4211672842502594,-1.0490056276321411","-16.17220115661621,-39.263938903808594",Walking
"-0.34062203764915466,-0.16759806871414185,-0.2418351173400879","-0.6225609183311462,0.051308538764715195,-0.916565477848053","-16.17220115661621,-41.103546142578125",Walking
"-0.3104911744594574,-0.1896805763244629,-0.2836153507232666","-0.40661898255348206,-0.18091431260108948,-0.7139915823936462","-16.17220115661621,-41.94773864746094",Walking
"-0.325509637594223,-0.24502277374267578,-0.3168985843658447","0.4052027761936188,-0.580658495426178,-0.5836255550384521","-16.17220115661621,-39.66067886352539",Walking
"-0.3355993330478668,-0.24465954303741455,-0.21475791931152344","1.2124431133270264,-0.5774605870246887,-0.7137199640274048","-16.17220115661621,-39.927398681640625",Walking
"-0.33917245268821716,-0.20891106128692627,-0.13403844833374023","1.3439064025878906,-0.42694830894470215,-0.7876216173171997","-16.17220115661621,-36.07352066040039",Walking
"-0.3356585204601288,-0.10791653394699097,0.004830718040466309","1.1770331859588623,0.21674516797065735,-0.7411952614784241","-16.17220115661621,-27.96817970275879",Walking
"-0.33107829093933105,-0.014133810997009277,-0.02781081199645996","0.49874070286750793,0.5463672876358032,-0.6499819755554199","-16.729480743408203,-29.030845642089844",Walking
"-0.3438819646835327,0.03594934940338135,-0.09150117635726929","0.3830423653125763,0.3604072630405426,-0.785068154335022","-17.844038009643555,-30.33501625061035",Walking
"-0.3527868092060089,0.16736793518066406,-0.19150221347808838","1.0181677341461182,-0.738242506980896,-1.256277322769165","-18.401317596435547,-30.566810607910156",Walking
"-0.3101695775985718,0.2906135320663452,-0.11142659187316895","1.949984073638916,-1.8989301919937134,-1.862619400024414","-19.5158748626709,-31.83777618408203",Walking
"-0.25090456008911133,0.3476698398590088,-0.033110857009887695","2.0116283893585205,-2.2054479122161865,-2.1555874347686768","-20.07315444946289,-31.943437576293945",Walking
"-0.1291579008102417,0.3082019090652466,0.025562167167663574","2.0284364223480225,-2.2334301471710205,-2.3624744415283203","-20.630434036254883,-28.251522064208984",Walking
"-0.10343188047409058,0.3690086603164673,0.08985066413879395","1.758265733718872,-1.8162039518356323,-2.9497642517089844","-20.248918533325195,-28.827301025390625",Walking
"-0.0941007137298584,0.4909527897834778,0.1025991439819336","1.324663758277893,-1.6113433837890625,-3.321054697036743","-20.248918533325195,-20.248918533325195",Walking
"-0.07807964086532593,0.730994462966919,0.02669048309326172","0.5331780314445496,-1.2521240711212158,-3.4561760425567627","-19.713075637817383,-21.44658851623535",Walking
"-0.1169888973236084,0.6267280578613281,-0.04176640510559082","0.29861509799957275,-0.9260268211364746,-3.4715895652770996","-19.713075637817383,-22.414356231689453",Walking
"-0.07970476150512695,0.565532386302948,-0.046376824378967285","0.2161596119403839,-0.6327115893363953,-3.744201183319092","-19.713075637817383,-24.031892776489258",Walking
"0.17610770463943481,0.5775036215782166,-0.00025159120559692383","-0.023659098893404007,0.1690617948770523,-3.9692959785461426","-19.713075637817383,-24.751327514648438",Walking
"0.4958931803703308,0.5364707708358765,0.06816810369491577","-0.052227359265089035,0.9226016402244568,-3.20231294631958","-19.713075637817383,-25.62669563293457",Walking
"0.6164318323135376,0.48195767402648926,0.11452758312225342","-0.04791463539004326,1.065988302230835,-2.5972812175750732","-19.713075637817383,-27.593711853027344",Walking
"0.7224146127700806,0.4131793975830078,0.17956799268722534","-0.11558529734611511,0.7560576796531677,-1.3072235584259033","-19.713075637817383,-28.635753631591797",Walking
"0.737338662147522,0.38800254464149475,0.15856772661209106","-0.16529640555381775,0.037285931408405304,-0.17220234870910645","-19.713075637817383,-29.7850399017334",Walking
"0.7352172136306763,0.37589704990386963,0.12780678272247314","-0.047718893736600876,-0.32748299837112427,0.25640252232551575","-19.713075637817383,-30.0982666015625",Walking
"0.6597383618354797,0.3860951364040375,0.0743793249130249","0.07457585632801056,-0.8534790873527527,0.9469804167747498","-19.713075637817383,-30.725574493408203",Walking
"0.4761527180671692,0.3978894352912903,0.03198838233947754","0.11800908297300339,-0.8833948969841003,1.2716665267944336","-19.713075637817383,-31.403757095336914",Walking
"0.3604040741920471,0.3942788243293762,0.021584630012512207","0.07643282413482666,-0.7470400929450989,1.271159291267395","-19.713075637817383,-32.576560974121094",Walking
"0.19408226013183594,0.408264696598053,0.03946572542190552","-0.35977059602737427,-0.06276481598615646,1.1048704385757446","-19.713075637817383,-33.48777770996094",Walking
"0.179096519947052,0.4094783663749695,0.06665468215942383","-1.5478171110153198,0.7021515369415283,1.5338162183761597","-19.713075637817383,-34.375205993652344",Walking
"0.13967204093933105,0.398959755897522,0.037234485149383545","-1.7906824350357056,0.7563638687133789,1.7895073890686035","-19.713075637817383,-36.332496643066406",Walking
"0.10649698972702026,0.4255106449127197,0.02704983949661255","-1.6882014274597168,0.48154324293136597,2.45772123336792","-19.713075637817383,-37.30521011352539",Walking
"0.05520862340927124,0.41148391366004944,0.017965197563171387","-1.3256930112838745,0.13193142414093018,3.3152387142181396","-19.713075637817383,-36.163089752197266",Walking
"0.013838529586791992,0.41544032096862793,0.021318554878234863","-1.185363531112671,0.04555020481348038,3.658869504928589","-19.713075637817383,-36.320556640625",Walking
"-0.1413913369178772,0.4297866225242615,0.0026330947875976562","-0.9098206758499146,0.008634530939161777,4.111048698425293","-19.713075637817383,-36.34929275512695",Walking
"-0.3375762104988098,0.4345549941062927,0.014977574348449707","-0.39126965403556824,-0.0004521748051047325,4.150928020477295","-19.713075637817383,-29.669960021972656",Walking
"-0.3874383568763733,0.36345791816711426,0.02015930414199829","-0.2701096832752228,-0.10416791588068008,4.1139235496521","-19.713075637817383,-30.603225708007812",Walking
"-0.5206639766693115,0.1806964874267578,0.015446066856384277","-0.3432890772819519,-0.27132120728492737,3.768800735473633","-19.713075637817383,-32.71660232543945",Walking
"-0.6416018009185791,0.07540327310562134,-0.017586469650268555","-0.2451566606760025,0.050228845328092575,2.9664604663848877","-19.713075637817383,-33.172447204589844",Walking
"-0.6801408529281616,0.0406268835067749,-0.014056086540222168","-0.13115233182907104,0.17623578011989594,2.39123272895813","-19.713075637817383,-34.84303283691406",Walking
"-0.6495595574378967,-0.06261289119720459,0.0506557822227478","-0.07996157556772232,0.5198101997375488,1.3603954315185547","-19.713075637817383,-34.94435119628906",Walking
"-0.5732335448265076,-0.19577091932296753,0.07960653305053711","-0.4011004567146301,0.9423052668571472,0.7520005106925964","-19.713075637817383,-36.162113189697266",Walking
"-0.5422806739807129,-0.22364914417266846,0.07276046276092529","-0.595675528049469,0.9897451996803284,0.4655434489250183","-19.713075637817383,-36.997066497802734",Walking
"-0.45097553730010986,-0.2126002311706543,0.060901641845703125","-0.8281241655349731,0.6792035698890686,-0.02844097465276718","-19.713075637817383,-37.724281311035156",Walking
"-0.39782851934432983,-0.2378528118133545,-0.03299224376678467","-0.7619563341140747,0.0406462587416172,-0.1287771761417389","-20.827632904052734,-39.62669372558594",Walking
"-0.35547178983688354,-0.3002280592918396,-0.038097381591796875","-0.5352883338928223,-0.19723688066005707,-0.305404394865036","-21.384912490844727,-40.605125427246094",Walking
"-0.276921808719635,-0.379921555519104,-0.04205679893493652","-0.010842429473996162,-0.7412631511688232,-0.32901492714881897","-22.499469757080078,-37.12294387817383",Walking
"-0.21909737586975098,-0.3621019124984741,-0.01850569248199463","-0.06353706121444702,-0.36561840772628784,-0.21167072653770447","-23.056747436523438,-34.445396423339844",Walking
"-0.2526194453239441,-0.30731314420700073,-0.019326329231262207","-0.08634650707244873,-0.3564038872718811,-0.10947777330875397","-24.171306610107422,-35.98922348022461",Walking
"-0.3238145709037781,-0.2427312135696411,-0.05937385559082031","0.13846422731876373,-0.5732970237731934,-0.004133771639317274","-24.72858428955078,-36.775054931640625",Walking
"-0.41211211681365967,-0.16272544860839844,-0.05645191669464111","0.36848145723342896,-0.88048255443573,-0.19411836564540863","-25.843143463134766,-38.096519470214844",Walking
"-0.45400142669677734,-0.11173015832901001,-0.0659172534942627","0.39586326479911804,-0.9478413462638855,-0.39522749185562134","-26.400421142578125,-38.39101028442383",Walking
"-0.4810342490673065,-0.03190094232559204,-0.10854101181030273","0.6141218543052673,-0.852695107460022,-0.9419617056846619","-26.957700729370117,-30.686222076416016",Walking
"-0.47281813621520996,0.04943418502807617,-0.09891152381896973","0.9375166893005371,-0.766836404800415,-1.746761441230774","-28.07225799560547,-31.35344886779785",Walking
"-0.4512070417404175,0.1278822422027588,-0.05176210403442383","1.0625089406967163,-0.7486550211906433,-2.1981639862060547","-28.28380012512207,-31.618223190307617",Walking
"-0.33067238330841064,0.32010746002197266,0.023761868476867676","1.077164888381958,-0.7655996680259705,-3.0047216415405273","-28.28380012512207,-30.314735412597656",Walking
"-0.15058988332748413,0.353668749332428,0.034420132637023926","0.9090344905853271,-0.7186635732650757,-3.1977996826171875","-27.772502899169922,-27.772502899169922",Walking
"-0.11995923519134521,0.4145926833152771,0.020490050315856934","0.8194870352745056,-0.7638211846351624,-3.287526845932007","-26.89478302001953,-29.023963928222656",Walking
"-0.0026593804359436035,0.6238992214202881,0.021910429000854492","0.7136885523796082,-0.763836681842804,-3.810650587081909","-26.89478302001953,-29.885244369506836",Walking
"0.14081966876983643,0.7192853689193726,0.015631914138793945","0.6357359290122986,-0.457836776971817,-3.272113800048828","-26.89478302001953,-30.38753318786621",Walking
"0.18901044130325317,0.6437969207763672,0.016949892044067383","0.594603419303894,-0.20005346834659576,-2.771162509918213","-26.89478302001953,-31.98301887512207",Walking
"0.16571497917175293,0.49013060331344604,0.030883073806762695","0.5413771867752075,0.14862675964832306,-2.5424885749816895","-26.89478302001953,-32.98564147949219",Walking
"0.33471906185150146,0.4883783161640167,0.07153022289276123","0.48047950863838196,0.28902488946914673,-2.9109601974487305","-26.89478302001953,-33.97386932373047",Walking
"0.47172027826309204,0.5194031596183777,0.0855870246887207","0.410016804933548,0.30984336137771606,-2.837348461151123","-26.89478302001953,-34.42496871948242",Walking
"0.6999711990356445,0.5336501002311707,0.09926676750183105","0.29102224111557007,0.2319117933511734,-1.9087806940078735","-26.89478302001953,-35.19176483154297",Walking
"0.750200629234314,0.5025836825370789,0.10873907804489136","0.09532276540994644,-0.04921947419643402,-0.4776288866996765","-26.89478302001953,-36.00092315673828",Walking
"0.7075101733207703,0.48932334780693054,0.10404455661773682","-0.015003208070993423,-0.1701221913099289,0.06448736786842346","-26.89478302001953,-30.160400390625",Walking
"0.608313262462616,0.47393515706062317,0.0687292218208313","-0.2892688512802124,-0.3986853063106537,0.7128499150276184","-26.89478302001953,-28.95299530029297",Walking
"0.5208949446678162,0.4578997790813446,0.008371353149414062","-0.5286700129508972,-0.48266756534576416,1.1694159507751465","-26.89478302001953,-29.336811065673828",Walking
"0.44658249616622925,0.45595473051071167,-0.017652273178100586","-0.620596706867218,-0.3797566294670105,1.2538870573043823","-25.82551383972168,-26.88570785522461",Walking
"0.27361226081848145,0.4822937846183777,-0.019932985305786133","-0.822037398815155,0.06247296184301376,1.092806339263916","-25.82551383972168,-27.28581428527832",Walking
"0.17516475915908813,0.5275055170059204,0.01259469985961914","-1.1698464155197144,0.3611619472503662,0.9273377060890198","-25.82551383972168,-27.972427368164062",Walking
"0.1618741750717163,0.5556653141975403,0.04306769371032715","-1.4317965507507324,0.4105001986026764,1.2479705810546875","-25.240659713745117,-28.202302932739258",Walking
"0.051646649837493896,0.5451674461364746,0.018927454948425293","-1.9303406476974487,0.3268497586250305,2.3515195846557617","-25.240659713745117,-28.83452033996582",Walking
"-0.15535086393356323,0.479828417301178,-0.05022168159484863","-1.9277602434158325,0.6031926274299622,2.934217929840088","-25.240659713745117,-29.76266098022461",Walking
"-0.17832082509994507,0.4131573438644409,-0.06763243675231934","-1.8039368391036987,0.8857689499855042,3.0281360149383545","-25.240659713745117,-29.90959930419922",Walking
"-0.1499854326248169,0.3243106007575989,-0.10427248477935791","-1.5896050930023193,1.1922482252120972,3.2183570861816406","-25.240659713745117,-31.545400619506836",Walking
"-0.20257461071014404,0.24083566665649414,-0.1503758430480957","-0.8839244842529297,0.8450417518615723,3.3788294792175293","-25.240659713745117,-32.19901657104492",Walking
"-0.25135862827301025,0.2160172462463379,-0.14862966537475586","-0.38035935163497925,0.5127836465835571,3.3309779167175293","-25.240659713745117,-33.99372863769531",Walking
"-0.3015502691268921,0.14755254983901978,-0.10219550132751465","0.40731021761894226,-0.06266364455223083,3.1234259605407715","-25.240659713745117,-34.945281982421875",Walking
"-0.33552664518356323,-0.007548630237579346,-0.05618417263031006","0.7159884572029114,-0.2435396909713745,2.890982151031494","-25.240659713745117,-36.70147705078125",Walking
"-0.36651885509490967,-0.10048246383666992,-0.037659525871276855","0.8117008209228516,-0.151228666305542,2.6993932723999023","-25.240659713745117,-37.63371276855469",Walking
"-0.43054085969924927,-0.24327999353408813,0.003850221633911133","0.9321231245994568,0.129876509308815,1.9051513671875","-25.240659713745117,-38.56343078613281",Walking
"-0.5086007118225098,-0.14265847206115723,0.10749173164367676","0.7789285182952881,0.2966521978378296,0.8169240951538086","-25.240659713745117,-39.423805236816406",Walking
"-0.5086783766746521,-0.1038433313369751,0.1521822214126587","0.484210342168808,0.48472461104393005,0.5183645486831665","-25.240659713745117,-39.76558303833008",Walking
"-0.46088510751724243,-0.1906777024269104,0.15594059228897095","-0.49320173263549805,0.9237616062164307,0.16615620255470276","-25.240659713745117,-41.579837799072266",Walking
